val_loss,best_val_loss,best_epoch,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.13495926931500435,0.13495926931500435,1,1,1769397020,,False,1,ea6b306c,2026-01-25_19-10-20,4.628885746002197,4.628885746002197,1153506,yoru,169.229.228.105,4.628885746002197,1
0.13174223713576794,0.13174223713576794,2,2,1769397021,,False,2,ea6b306c,2026-01-25_19-10-21,0.21812200546264648,4.847007751464844,1153506,yoru,169.229.228.105,4.847007751464844,2
0.1284573283046484,0.1284573283046484,3,3,1769397021,,False,3,ea6b306c,2026-01-25_19-10-21,0.20827174186706543,5.055279493331909,1153506,yoru,169.229.228.105,5.055279493331909,3
0.12593879736959934,0.12593879736959934,4,4,1769397021,,False,4,ea6b306c,2026-01-25_19-10-21,0.2344675064086914,5.289746999740601,1153506,yoru,169.229.228.105,5.289746999740601,4
0.12380482070147991,0.12380482070147991,5,5,1769397021,,False,5,ea6b306c,2026-01-25_19-10-21,0.22571825981140137,5.515465259552002,1153506,yoru,169.229.228.105,5.515465259552002,5
0.12142332084476948,0.12142332084476948,6,6,1769397021,,False,6,ea6b306c,2026-01-25_19-10-21,0.22824358940124512,5.743708848953247,1153506,yoru,169.229.228.105,5.743708848953247,6
0.11954929679632187,0.11954929679632187,7,7,1769397022,,False,7,ea6b306c,2026-01-25_19-10-22,0.18930459022521973,5.933013439178467,1153506,yoru,169.229.228.105,5.933013439178467,7
0.11784857884049416,0.11784857884049416,8,8,1769397022,,False,8,ea6b306c,2026-01-25_19-10-22,0.213850736618042,6.146864175796509,1153506,yoru,169.229.228.105,6.146864175796509,8
0.11654266528785229,0.11654266528785229,9,9,1769397022,,False,9,ea6b306c,2026-01-25_19-10-22,0.19699478149414062,6.343858957290649,1153506,yoru,169.229.228.105,6.343858957290649,9
0.1151600107550621,0.1151600107550621,10,10,1769397022,,False,10,ea6b306c,2026-01-25_19-10-22,0.202103853225708,6.545962810516357,1153506,yoru,169.229.228.105,6.545962810516357,10
0.11377311684191227,0.11377311684191227,11,11,1769397022,,False,11,ea6b306c,2026-01-25_19-10-22,0.20737981796264648,6.753342628479004,1153506,yoru,169.229.228.105,6.753342628479004,11
0.11250879429280758,0.11250879429280758,12,12,1769397023,,False,12,ea6b306c,2026-01-25_19-10-23,0.22687506675720215,6.980217695236206,1153506,yoru,169.229.228.105,6.980217695236206,12
0.11114387400448322,0.11114387400448322,13,13,1769397023,,False,13,ea6b306c,2026-01-25_19-10-23,0.22571444511413574,7.205932140350342,1153506,yoru,169.229.228.105,7.205932140350342,13
0.11000591516494751,0.11000591516494751,14,14,1769397023,,False,14,ea6b306c,2026-01-25_19-10-23,0.19548964500427246,7.401421785354614,1153506,yoru,169.229.228.105,7.401421785354614,14
0.10867359675467014,0.10867359675467014,15,15,1769397023,,False,15,ea6b306c,2026-01-25_19-10-23,0.18377161026000977,7.585193395614624,1153506,yoru,169.229.228.105,7.585193395614624,15
0.10651014558970928,0.10651014558970928,16,16,1769397023,,False,16,ea6b306c,2026-01-25_19-10-23,0.2090613842010498,7.794254779815674,1153506,yoru,169.229.228.105,7.794254779815674,16
0.10389347188174725,0.10389347188174725,17,17,1769397024,,False,17,ea6b306c,2026-01-25_19-10-24,0.19537878036499023,7.989633560180664,1153506,yoru,169.229.228.105,7.989633560180664,17
0.10109423473477364,0.10109423473477364,18,18,1769397024,,False,18,ea6b306c,2026-01-25_19-10-24,0.2082362174987793,8.197869777679443,1153506,yoru,169.229.228.105,8.197869777679443,18
0.09830551967024803,0.09830551967024803,19,19,1769397024,,False,19,ea6b306c,2026-01-25_19-10-24,0.19399452209472656,8.39186429977417,1153506,yoru,169.229.228.105,8.39186429977417,19
0.09588413313031197,0.09588413313031197,20,20,1769397024,,True,20,ea6b306c,2026-01-25_19-10-24,0.20099329948425293,8.592857599258423,1153506,yoru,169.229.228.105,8.592857599258423,20
