best_val_bps,best_train_bps,best_epoch,lambda_reg,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.03572319447994232,0.07203413546085358,0,1.3894954943731361e-05,1772085205,,False,1,1c6c2_00004,2026-02-25_21-53-25,66.03176188468933,66.03176188468933,1130891,yoru,169.229.228.105,66.03176188468933,1
