best_val_bps,best_train_bps,best_epoch,lambda_reg,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.2199985682964325,0.30964982509613037,2,5.1794746792312125e-05,1772127330,,False,1,2a50e_00006,2026-02-26_09-35-30,75.0533082485199,75.0533082485199,2287901,yoru,169.229.228.105,75.0533082485199,1
