best_val_bps,best_train_bps,best_epoch,lambda_reg,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
-0.0015779270324856043,0.0009271915769204497,2,0.0026826957952797246,1772115577,,False,1,7df51_00012,2026-02-26_06-19-37,63.29723286628723,63.29723286628723,1962841,yoru,169.229.228.105,63.29723286628723,1
