best_val_bps,best_train_bps,best_epoch,lambda_reg,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.3478512465953827,0.4375059902667999,2,0.0001,1772084859,,False,1,48497_00007,2026-02-25_21-47-39,73.71750593185425,73.71750593185425,1121483,yoru,169.229.228.105,73.71750593185425,1
