val_loss,best_val_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.09824279855404582,0.09824279855404582,1,1769391811,,False,1,f33ad52e,2026-01-25_17-43-31,8.658647537231445,8.658647537231445,965024,yoru,169.229.228.105,8.658647537231445,1
0.08240146695503167,0.08240146695503167,2,1769391812,,False,2,f33ad52e,2026-01-25_17-43-32,1.1253252029418945,9.78397274017334,965024,yoru,169.229.228.105,9.78397274017334,2
0.07162359383489404,0.07162359383489404,3,1769391813,,False,3,f33ad52e,2026-01-25_17-43-33,1.199249029159546,10.983221769332886,965024,yoru,169.229.228.105,10.983221769332886,3
0.07236416158931595,0.07162359383489404,4,1769391814,,False,4,f33ad52e,2026-01-25_17-43-34,1.3143069744110107,12.297528743743896,965024,yoru,169.229.228.105,12.297528743743896,4
0.0690294908625739,0.0690294908625739,5,1769391816,,False,5,f33ad52e,2026-01-25_17-43-36,1.3020153045654297,13.599544048309326,965024,yoru,169.229.228.105,13.599544048309326,5
0.06791845017245837,0.06791845017245837,6,1769391817,,False,6,f33ad52e,2026-01-25_17-43-37,1.2545771598815918,14.854121208190918,965024,yoru,169.229.228.105,14.854121208190918,6
0.06553628668189049,0.06553628668189049,7,1769391818,,False,7,f33ad52e,2026-01-25_17-43-38,1.1942546367645264,16.048375844955444,965024,yoru,169.229.228.105,16.048375844955444,7
0.06635307547237192,0.06553628668189049,8,1769391819,,False,8,f33ad52e,2026-01-25_17-43-39,1.2868444919586182,17.335220336914062,965024,yoru,169.229.228.105,17.335220336914062,8
0.06619605368801526,0.06553628668189049,9,1769391820,,False,9,f33ad52e,2026-01-25_17-43-40,1.1608684062957764,18.49608874320984,965024,yoru,169.229.228.105,18.49608874320984,9
0.06430009938776493,0.06430009938776493,10,1769391822,,True,10,f33ad52e,2026-01-25_17-43-42,1.1442172527313232,19.640305995941162,965024,yoru,169.229.228.105,19.640305995941162,10
