best_val_bps,best_train_bps,best_epoch,lambda_reg,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.1345984935760498,0.18145596981048584,1,5.1794746792312125e-05,1772121567,,False,1,bec0b_00006,2026-02-26_07-59-27,76.31607699394226,76.31607699394226,2124816,yoru,169.229.228.105,76.31607699394226,1
