best_val_bps,best_train_bps,best_epoch,lambda_reg,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
-0.006213204935193062,-0.0008779767085798085,2,0.0013894954943731374,1772098016,,False,1,be5e9_00011,2026-02-26_01-26-56,68.42051815986633,68.42051815986633,1488434,yoru,169.229.228.105,68.42051815986633,1
