image_index,trace_index,endpoint_frame,unit_index,subject,spectral_regime_code,power_centroid_hz,saved_microsaccade_count,window_span_deg,window_path_length_deg,window_peak_speed_deg_s,stable_rate_spikes_s,motion_rate_spikes_s,rate_change_spikes_s,rate_change_percent,stable_ssi_bits_per_spike,motion_ssi_bits_per_spike,ssi_change_bits_per_spike,ssi_change_percent,normalized_map_rms_change,population_rate_change_percent,population_rate_change_spikes_s,population_ssi_change_percent,population_ssi_change_bits_per_spike,population_joint_rank_score,selected
56,153,239,376,Logan,1,6.683975471846431,3,1.249466061592102,2.609471559524536,72.04472780227661,10.443955349425474,27.957566496978203,17.51361114755273,167.69136367972084,0.2686941205767209,0.4850742644987836,0.2163801439220627,80.53028605822402,1.0363641714355674,22.76688003540039,1.810264587402344,18.281923294067383,0.0283986181020736,3.3007518796992485,False
9,90,277,472,Logan,1,4.512584767689891,1,0.9905474781990052,1.1349016427993774,59.72888946533203,11.374196233352023,28.189140388866264,16.81494415551424,147.83413096222623,0.1874903732428468,0.3811712062322648,0.1936808329894179,103.3017480521802,0.4584441971930756,36.38875579833984,3.247831344604492,15.673891067504885,0.0198908150196075,3.537593984962406,False
43,85,219,376,Logan,1,5.345101218342492,2,0.9078816175460817,1.0646073818206787,48.11499953269959,5.746321315069993,9.239997480933864,3.493676165863871,60.79848261707093,0.1973700616880931,0.3808283084275125,0.1834582467394193,92.9514056844858,0.8222822715705013,22.76688003540039,1.810264587402344,18.281923294067383,0.0283986181020736,3.3007518796992485,False
27,85,219,305,Logan,1,5.345101218342492,2,0.9078816175460817,1.0646073818206787,48.11499953269959,9.95925087754925,23.387280102074147,13.428029224524895,134.82971148758966,0.1614110091901845,0.3282821657708568,0.1668711565806722,103.3827602081679,0.8488860970868557,26.964723587036133,2.1526541709899902,21.029279708862305,0.0189219191670417,3.3796992481203008,False
43,90,277,472,Logan,1,4.512584767689891,1,0.9905474781990052,1.1349016427993774,59.72888946533203,7.1272413259993,16.329514763504267,9.202273437504967,129.11409922288172,0.1177181607355913,0.2781788366935762,0.1604606759579848,136.30919388759236,0.5334410593561345,36.38875579833984,3.247831344604492,15.673891067504885,0.0198908150196075,3.537593984962406,False
43,85,219,83,Logan,1,5.345101218342492,2,0.9078816175460817,1.0646073818206787,48.11499953269959,7.1649481772134695,12.71729521676898,5.552347039555512,77.49319188676787,0.3658597812315047,0.5236466460607762,0.1577868648292714,43.12768796235319,1.154305313532635,24.50544166564941,2.3111305236816406,24.855716705322266,0.0515138208866119,3.599624060150376,True
56,85,219,382,Logan,1,5.345101218342492,2,0.9078816175460817,1.0646073818206787,48.11499953269959,22.616214387118816,38.24276770005624,15.626553312937418,69.0944693283311,0.1713763680121603,0.3280556925151614,0.1566793245030011,91.42411309118395,0.7056513641178825,14.350379943847656,2.928924560546875,22.624940872192383,0.0244281589984893,3.216165413533835,False
56,129,153,471,Logan,1,5.090648044924991,4,0.8599898219108582,1.378982424736023,38.52017283439636,13.20758018195629,32.494398729999865,19.286818548043577,146.02840400993756,0.1103155697830273,0.2665597538219801,0.1562441840389528,141.63384583541523,0.403703682756023,18.68829917907715,2.208524703979492,36.295989990234375,0.0190712548792362,3.2669172932330826,False
