best_val_bps,best_train_bps,best_epoch,lambda_reg,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.017521904781460762,0.16497404873371124,0,1.3894954943731361e-05,1772102930,,False,1,62aae_00004,2026-02-26_02-48-50,68.1907958984375,68.1907958984375,1625861,yoru,169.229.228.105,68.1907958984375,1
