val_loss,best_val_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.1608853116631508,0.1608853116631508,1,1769391728,,False,1,0057bacf,2026-01-25_17-42-08,13.252449035644531,13.252449035644531,960364,yoru,169.229.228.105,13.252449035644531,1
0.15652604214847088,0.15652604214847088,2,1769391734,,False,2,0057bacf,2026-01-25_17-42-14,5.905527591705322,19.157976627349854,960364,yoru,169.229.228.105,19.157976627349854,2
0.15452107973396778,0.15452107973396778,3,1769391741,,False,3,0057bacf,2026-01-25_17-42-21,6.779291391372681,25.937268018722534,960364,yoru,169.229.228.105,25.937268018722534,3
0.1520300917327404,0.1520300917327404,4,1769391753,,False,4,0057bacf,2026-01-25_17-42-33,12.206658840179443,38.14392685890198,960364,yoru,169.229.228.105,38.14392685890198,4
0.1493806280195713,0.1493806280195713,5,1769391765,,False,5,0057bacf,2026-01-25_17-42-45,12.173117876052856,50.317044734954834,960364,yoru,169.229.228.105,50.317044734954834,5
0.1466535311192274,0.1466535311192274,6,1769391775,,False,6,0057bacf,2026-01-25_17-42-55,10.05366587638855,60.370710611343384,960364,yoru,169.229.228.105,60.370710611343384,6
0.14389630407094955,0.14389630407094955,7,1769391785,,False,7,0057bacf,2026-01-25_17-43-05,10.026179790496826,70.39689040184021,960364,yoru,169.229.228.105,70.39689040184021,7
0.14055767096579075,0.14055767096579075,8,1769391795,,False,8,0057bacf,2026-01-25_17-43-15,9.576454639434814,79.97334504127502,960364,yoru,169.229.228.105,79.97334504127502,8
0.13727745786309242,0.13727745786309242,9,1769391806,,False,9,0057bacf,2026-01-25_17-43-26,10.957306385040283,90.93065142631531,960364,yoru,169.229.228.105,90.93065142631531,9
0.13360385037958622,0.13360385037958622,10,1769391820,,True,10,0057bacf,2026-01-25_17-43-40,14.093179941177368,105.02383136749268,960364,yoru,169.229.228.105,105.02383136749268,10
