val_loss,best_val_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.11500568522347344,0.11500568522347344,1,1769392249,,False,1,d5973532,2026-01-25_17-50-49,125.40306425094604,125.40306425094604,978831,yoru,169.229.228.105,125.40306425094604,1
0.07374190207984713,0.07374190207984713,2,1769392252,,False,2,d5973532,2026-01-25_17-50-52,3.042057514190674,128.44512176513672,978831,yoru,169.229.228.105,128.44512176513672,2
0.057035321783688336,0.057035321783688336,3,1769392255,,False,3,d5973532,2026-01-25_17-50-55,3.0672197341918945,131.5123414993286,978831,yoru,169.229.228.105,131.5123414993286,3
0.051115116104483604,0.051115116104483604,4,1769392258,,False,4,d5973532,2026-01-25_17-50-58,3.0810365676879883,134.5933780670166,978831,yoru,169.229.228.105,134.5933780670166,4
0.051540382827321686,0.051115116104483604,5,1769392261,,False,5,d5973532,2026-01-25_17-51-01,3.1318862438201904,137.7252643108368,978831,yoru,169.229.228.105,137.7252643108368,5
0.05012325963212384,0.05012325963212384,6,1769392264,,False,6,d5973532,2026-01-25_17-51-04,3.1096842288970947,140.8349485397339,978831,yoru,169.229.228.105,140.8349485397339,6
0.0481858044448826,0.0481858044448826,7,1769392267,,False,7,d5973532,2026-01-25_17-51-07,3.2514755725860596,144.08642411231995,978831,yoru,169.229.228.105,144.08642411231995,7
0.046848331267635025,0.046848331267635025,8,1769392270,,False,8,d5973532,2026-01-25_17-51-10,2.8555831909179688,146.94200730323792,978831,yoru,169.229.228.105,146.94200730323792,8
0.0460807318902678,0.0460807318902678,9,1769392273,,False,9,d5973532,2026-01-25_17-51-13,2.7395551204681396,149.68156242370605,978831,yoru,169.229.228.105,149.68156242370605,9
0.04502330016758707,0.04502330016758707,10,1769392276,,False,10,d5973532,2026-01-25_17-51-16,2.7521934509277344,152.4337558746338,978831,yoru,169.229.228.105,152.4337558746338,10
0.04350997114347087,0.04350997114347087,11,1769392279,,False,11,d5973532,2026-01-25_17-51-19,2.8549511432647705,155.28870701789856,978831,yoru,169.229.228.105,155.28870701789856,11
0.04289605737560325,0.04289605737560325,12,1769392282,,False,12,d5973532,2026-01-25_17-51-22,2.969296455383301,158.25800347328186,978831,yoru,169.229.228.105,158.25800347328186,12
0.04269798182778888,0.04269798182778888,13,1769392284,,False,13,d5973532,2026-01-25_17-51-24,2.8200411796569824,161.07804465293884,978831,yoru,169.229.228.105,161.07804465293884,13
0.04282074628604783,0.04269798182778888,14,1769392287,,False,14,d5973532,2026-01-25_17-51-27,2.9933888912200928,164.07143354415894,978831,yoru,169.229.228.105,164.07143354415894,14
0.042142177207602396,0.042142177207602396,15,1769392290,,False,15,d5973532,2026-01-25_17-51-30,2.735492467880249,166.80692601203918,978831,yoru,169.229.228.105,166.80692601203918,15
0.0412359018292692,0.0412359018292692,16,1769392293,,False,16,d5973532,2026-01-25_17-51-33,2.433363437652588,169.24028944969177,978831,yoru,169.229.228.105,169.24028944969177,16
0.04071824045644866,0.04071824045644866,17,1769392295,,False,17,d5973532,2026-01-25_17-51-35,2.3842289447784424,171.62451839447021,978831,yoru,169.229.228.105,171.62451839447021,17
0.040978658116526075,0.04071824045644866,18,1769392297,,False,18,d5973532,2026-01-25_17-51-37,2.390899896621704,174.01541829109192,978831,yoru,169.229.228.105,174.01541829109192,18
0.04099264947904481,0.04071824045644866,19,1769392300,,False,19,d5973532,2026-01-25_17-51-40,2.379115581512451,176.39453387260437,978831,yoru,169.229.228.105,176.39453387260437,19
0.04065239760610792,0.04065239760610792,20,1769392302,,False,20,d5973532,2026-01-25_17-51-42,2.374443769454956,178.76897764205933,978831,yoru,169.229.228.105,178.76897764205933,20
0.04058694839477539,0.04058694839477539,21,1769392305,,False,21,d5973532,2026-01-25_17-51-45,2.436350107192993,181.20532774925232,978831,yoru,169.229.228.105,181.20532774925232,21
0.04017577175464895,0.04017577175464895,22,1769392307,,False,22,d5973532,2026-01-25_17-51-47,2.372795820236206,183.57812356948853,978831,yoru,169.229.228.105,183.57812356948853,22
0.03995835594832897,0.03995835594832897,23,1769392309,,False,23,d5973532,2026-01-25_17-51-49,2.4106383323669434,185.98876190185547,978831,yoru,169.229.228.105,185.98876190185547,23
0.03965756421287855,0.03965756421287855,24,1769392312,,False,24,d5973532,2026-01-25_17-51-52,2.419529438018799,188.40829133987427,978831,yoru,169.229.228.105,188.40829133987427,24
0.03923532387448682,0.03923532387448682,25,1769392314,,False,25,d5973532,2026-01-25_17-51-54,2.436809778213501,190.84510111808777,978831,yoru,169.229.228.105,190.84510111808777,25
0.038762585984336004,0.038762585984336004,26,1769392317,,False,26,d5973532,2026-01-25_17-51-57,2.3780200481414795,193.22312116622925,978831,yoru,169.229.228.105,193.22312116622925,26
0.03843171108100149,0.03843171108100149,27,1769392319,,False,27,d5973532,2026-01-25_17-51-59,2.396773338317871,195.61989450454712,978831,yoru,169.229.228.105,195.61989450454712,27
0.03822727708352937,0.03822727708352937,28,1769392321,,False,28,d5973532,2026-01-25_17-52-01,2.3664331436157227,197.98632764816284,978831,yoru,169.229.228.105,197.98632764816284,28
0.03808899078932074,0.03808899078932074,29,1769392324,,False,29,d5973532,2026-01-25_17-52-04,2.3615474700927734,200.34787511825562,978831,yoru,169.229.228.105,200.34787511825562,29
0.03785663346449534,0.03785663346449534,30,1769392326,,False,30,d5973532,2026-01-25_17-52-06,2.591108560562134,202.93898367881775,978831,yoru,169.229.228.105,202.93898367881775,30
