best_val_bps,best_train_bps,best_epoch,lambda_reg,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.10466533899307251,0.08580063283443451,2,0.0001,1772119534,,False,1,03a89_00007,2026-02-26_07-25-34,76.23002767562866,76.23002767562866,2070330,yoru,169.229.228.105,76.23002767562866,1
