best_val_bps,best_train_bps,best_epoch,lambda_reg,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.47433605790138245,0.4587341845035553,0,0.0001,1772104980,,False,1,218e1_00007,2026-02-26_03-23-00,74.16738390922546,74.16738390922546,1680284,yoru,169.229.228.105,74.16738390922546,1
