best_val_bps,best_train_bps,best_epoch,lambda_reg,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.0006216999026946723,0.01327296532690525,0,3.727593720314938e-06,1772092789,,False,1,ee532_00002,2026-02-25_23-59-49,77.18211913108826,77.18211913108826,1348494,yoru,169.229.228.105,77.18211913108826,1
