best_val_bps,best_train_bps,best_epoch,lambda_reg,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.08500578254461288,0.1297924518585205,2,0.0001,1772095550,,False,1,2d29e_00007,2026-02-26_00-45-50,75.57655644416809,75.57655644416809,1423044,yoru,169.229.228.105,75.57655644416809,1
